"location","source","target","context"
"XL1000_OPENFLASKS_YOUCANSPENDMAGNETSATLEVELX_DESC","You can spend MAGNETS to level up specific skills when you reach level {{%01%}}.","","XL1000_OPENFLASKS_YOUCANSPENDMAGNETSATLEVELX_DESC"
"XL1000_OPENFLASKS_YOUCANTUSEMAGNETSWITHTHISFLASKTYPE_DESC","You can't use MAGNETS with this type of flask.","","XL1000_OPENFLASKS_YOUCANTUSEMAGNETSWITHTHISFLASKTYPE_DESC"
"XL1000_OPENFLASKS_NOTENOUGHMAGNETS_DESC","You need more MAGNETS.","","XL1000_OPENFLASKS_NOTENOUGHMAGNETS_DESC"
"XL1003_OPENFLASKS_USEMAGNETS_DESC","Enable the spending of MAGNETS to earn +{{%01%}} DNA for the skill equipped to the left. Click the button on the left to change the skill you want to level up.","","XL1003_OPENFLASKS_USEMAGNETS_DESC"
"XL1000_YOUHAVENOFLASKS","You have no flasks. Level up to get more, and claim them with the button above.","","XL1000_YOUHAVENOFLASKS"
"XL1001_YOUHAVENOFLASKSPURCHASED","Flasks purchased from the shop appear here. Unlike regular flasks, these don't require any ACID to open.","","XL1001_YOUHAVENOFLASKSPURCHASED"
"XL1004_FLASKSFROMTHESHOPDONTNEEDACID","Flasks purchased from the shop, or in the purchased tab of the shop, don't require any ACID to open.","","XL1004_FLASKSFROMTHESHOPDONTNEEDACID"
"XL1000_PROGRESSIONEXPLANATION_EXISTING","Hi veterans! Your old progress is not lost. You'll level up {{%01%}}x faster until you reach {{%02%}}xp (level {{%03%}}).","","XL1000_PROGRESSIONEXPLANATION_EXISTING"
"XL1000_PROGRESSIONEXPLANATION_NEW01","Total XP Earned: {{%01%}}","","XL1000_PROGRESSIONEXPLANATION_NEW01"
"XL1000_USEFLASK","USE FLASK","","XL1000_USEFLASK"
"XL1000_MAGNETREQUIRED","MAGNET REQUIRED","","XL1000_MAGNETREQUIRED"
"XL1000_USEFLASKANDMAGNET","USE FLASK + MAGNET","","XL1000_USEFLASKANDMAGNET"
"XL1000_USEFLASKANDSHARDS","USE FLASK + SHARDS","","XL1000_USEFLASKANDSHARDS"
"XL1000_FLASKANDMAGNETANDSHARDS","FLASK + MAGNET + SHARDS","","XL1000_FLASKANDMAGNETANDSHARDS"
"XL1000_LEVELUPSPECIFICSKILL","LEVEL UP A SPECIFIC SKILL","","XL1000_LEVELUPSPECIFICSKILL"
"XL1000_NOFLASKSELECTED","NO FLASK SELECTED","","XL1000_NOFLASKSELECTED"
"XL1000_NOMAGNETSAVAILABLE","NO MAGNETS AVAILABLE","","XL1000_NOMAGNETSAVAILABLE"
"XL1000_SELECTCLASSANDSKILL","SELECT CLASS & SKILL","","XL1000_SELECTCLASSANDSKILL"
"XL1000_MODE_CHOOSEBESTSERVER","Auto Choose Best Server","ПОДОБРАТЬ ЛУЧШИЙ СЕРВЕР","XL1000_MODE_CHOOSEBESTSERVER"
"XL1000_MODE_CAMPAIGN","Campaign","Кампания","XL1000_MODE_CAMPAIGN"
"XL1000_MODE_BATTLEROYALE","Battle Royale","КОРОЛЕВСКАЯ БИТВА","XL1000_MODE_BATTLEROYALE"
"XL1000_MODE_BATTLEROYALE_SHORT","BR","БР","XL1000_MODE_BATTLEROYALE_SHORT"
"XL1000_MODE_DAILYSURVIVALRUN","Survival Run","Ежедневный бег на выживание","XL1000_MODE_DAILYSURVIVALRUN"
"XL1000_MODE_DAILYSURVIVALRUNCOMPLETED","Survival Run Completed!","Ежедневный бег на выживание завершен!","XL1000_MODE_DAILYSURVIVALRUNCOMPLETED"
"XL1001_MODE_CONQUEST","Team Conquest","Командное соревнование","XL1001_MODE_CONQUEST"
"XL1001_MODE_DEATHMATCH","FFA Deathmatch","Каждый сам за себя","XL1001_MODE_DEATHMATCH"
"XL1000_MODE_EXTRACTION","Capture the Flag","Захват флага","XL1000_MODE_EXTRACTION"
"XL1000_MODE_CHECKPOINT","Checkpoint Racing","Удержание контрольных точек","XL1000_MODE_CHECKPOINT"
"XL1000_LOGIN REQUIRED","LOGIN REQUIRED","ТРЕБУЕТСЯ ВХОД","XL1000_LOGIN REQUIRED"
"XL1000_HOSTINGOPTIONS","HOSTING OPTIONS","НАСТРОЙКИ СЕРВЕРА","XL1000_HOSTINGOPTIONS"
"XL1000_START","START","СТАРТ","XL1000_START"
"XL1000_LOADED","(loaded)","(Нагруженный)","XL1000_LOADED"
"XL1000_FINISHCAMPAIGN","FINISH CAMPAIGN","ЗАВЕРШИТЬ КАМПАНИЮ","XL1000_FINISHCAMPAIGN"
"XL1000_FINISHDEMOCAMPAIGN","FINISH DEMO CAMPAIGN","ЗАВЕРШИТЬ ДЕМО-КАМПАНИЮ","XL1000_FINISHDEMOCAMPAIGN"
"XL1000_CONTINUE","CONTINUE","ПРОДОЛЖИТЬ","XL1000_CONTINUE"
"XL1000_REALLOCATE","REALLOCATE","СБРОСИТЬ","XL1000_REALLOCATE"
"XL1000_COMMON","COMMON","ОБЩИЕ","XL1000_COMMON"
"XL1000_ADVANCED","ADVANCED","ПРОДВИНУТЫЕ","XL1000_ADVANCED"
"XL1000_DEFAULTKEYPOSITION","Default Key Position (1 to 15)","Клавиша по умолчанию (1 - 15)","XL1000_DEFAULTKEYPOSITION"
"XL1000_LEVELSKILL","LEVEL SKILL","УВЕЛИЧИТЬ УРОВЕНЬ","XL1000_LEVELSKILL"
"XL1000_LEVELSYNERGY","LEVEL SYNERGY","УВЕЛИЧИТЬ СИНЕРГИЮ","XL1000_LEVELSYNERGY"
"XL1000_UNLEVELSKILL","UNLEVEL SKILL","СБРОСИТЬ УРОВЕНЬ","XL1000_UNLEVELSKILL"
"XL1000_UNLEVELSYNERGY","UNLEVEL SYNERGY","СБРОСИТЬ СИНЕРГИЮ","XL1000_UNLEVELSYNERGY"
"XL1000_UNLEVELENTIREMUTANT","UNLEVEL ENTIRE MUTANT","СБРОСИТЬ ВСЕ УРОВНИ","XL1000_UNLEVELENTIREMUTANT"
"XL1000_UNLOCKCOSMETIC","UNLOCK COSMETIC","РАЗБЛОКИРОВАТЬ","XL1000_UNLOCKCOSMETIC"
"XL1000_CONFIRM","CONFIRM","ПОДТВЕРДИТЬ","XL1000_CONFIRM"
"XL1000_CANCEL","CANCEL","ОТМЕНИТЬ","XL1000_CANCEL"
"XL1001_SAVEBUILD","SAVE BUILD","СОХРАНИТЬ НАБОР","XL1001_SAVEBUILD"
"XL1001_REMOVEPOINT","REMOVE SKILL POINT","УДАЛИТЬ НАВЫК","XL1001_REMOVEPOINT"
"XL1000_SERVEROFFICIALMAPS","OFFICIAL MAPS","ОФИЦ. КАРТЫ","XL1000_SERVEROFFICIALMAPS"
"XL1000_SERVERALLMAPS","ALL MAPS","ВСЕ КАРТЫ","XL1000_SERVERALLMAPS"
"XL1000_SERVERRANDOMIZEMAPS","RANDOMIZE MAPS","СЛУЧАЙНЫЕ","XL1000_SERVERRANDOMIZEMAPS"
"XL1000_SERVERCYCLEMAPS","CYCLE MAPS","ЗАЦИКЛИТЬ","XL1000_SERVERCYCLEMAPS"
"XL1000_SERVERCLEARMAPS","CLEAR MAPS","ОЧИСТИТЬ","XL1000_SERVERCLEARMAPS"
"XL1000_SERVERCREATEGAME","CREATE GAME","СОЗДАТЬ ИГРУ","XL1000_SERVERCREATEGAME"
"XL1000_PLAYVSBOTS","QUICK GAME VS BOTS","СОЗДАТЬ МАТЧ ПРОТИВ ИИ","XL1000_PLAYVSBOTS"
"XL1000_PLAYVSBOTSDLCONLY","QUICK GAME VS BOTS (DLC ONLY)","СОЗДАТЬ МАТЧ ПРОТИВ ИИ (ТОЛЬКО С DLC)","XL1000_PLAYVSBOTSDLCONLY"
"XL1000_COMMUNITYSERVERS","COMMUNITY SERVERS","СЕРВЕРА СООБЩЕСТВА","XL1000_COMMUNITYSERVERS"
"XL1000_COMMUNITYSERVERSDLCONLY","COMMUNITY SERVERS (DLC ONLY)","","XL1000_COMMUNITYSERVERSDLCONLY"
"XL1000_CUSTOMSERVERDESC","Click FIND SERVERS above to search for community hosted servers.","Нажмите кнопку","XL1000_CUSTOMSERVERDESC"
"XL1000_SERVERJOINGAME","JOIN GAME","ПРИСОЕДИНИТЬСЯ","XL1000_SERVERJOINGAME"
"XL1000_SERVERSTARTGAME","START GAME","НАЧАТЬ ИГРУ","XL1000_SERVERSTARTGAME"
"XL1000_SERVERSTARTCASHRUN","START XP-RUN","CASHRUN","XL1000_SERVERSTARTCASHRUN"
"XL1000_SERVERSTARTSPEEDRUN","START SPEEDRUN","SPEEDRUN","XL1000_SERVERSTARTSPEEDRUN"
"XL1000_GAMEOPTIONS","GAME OPTIONS","НАСТРОЙКИ","XL1000_GAMEOPTIONS"
"XL1000_PLAYERS","PLAYERS","ИГРОКИ","XL1000_PLAYERS"
"XL1000_LOGIN","LOGIN","ВОЙТИ","XL1000_LOGIN"
"XL1000_RESTARTROUND","RESTART ROUND","РАУНД ЗАНОВО","XL1000_RESTARTROUND"
"XL1000_BALANCETEAMS","BALANCE TEAMS","БАЛАНС. КОМАНДЫ","XL1000_BALANCETEAMS"
"XL1000_FLIPTEAMS","FLIP TEAMS","СМЕНИТЬ КОМАНДЫ","XL1000_FLIPTEAMS"
"XL1000_APPLYCHANGESANDRESTARTROUND","APPLY CHANGES AND RESTART ROUND","СОХРАНИТЬ И ПЕРЕЗАГРУЗИТЬ РАУНД","XL1000_APPLYCHANGESANDRESTARTROUND"
